node_uuid,row_number,mods_titleinfo_title,sort_order,type,mods_genre_authority_local,mods_genre_subgenre_authority_local,subgenre_audiovisual_materials,subgenre_ephemera,subgenre_manuscripts,subgenre_publications,subgenre_realia,subgenre_visual_materials,mods_personal_name_author,mods_personal_name_editor,mods_personal_name_photographer,mods_personal_name_addressee,mods_name_personal_namepart_refined,family_name,mods_origininfo_dateother,mods_origininfo_datecreated,date_full,date_note,mods_language_languageterm_text,mods_physicaldescription_extent,mods_abstract,mods_subject_geographic,mods_subject_corporate_name,mods_subject_personal_name,mods_subject_topic,mods_subject_family_name,ismemberof,ispartof,sequence_id,mods_identifier_local,mods_location_shelflocator,pid,mods_accesscondition_restriction_on_access,mods_accesscondition_use_and_reproduction,mods_recordinfo_recordcontentsource,mods_relateditem_host_titleinfo_title,mods_recordinfo_recordcreationdate,documents,images,texts,videos,audios
a13640b7-69d2-4aa1-8b7f-826c04750f79,1,"Brothertown Indian records, 1774-1828",001,Manuscript,Manuscripts,"Covenants, laws, and legal and land records",,,"Covenants, laws, and legal and land records",,,,"Johnson, Guy, approximately 1740-1788|@|Wyllys, George, 1710-1796|@|Clinton, George, 1739-1812|@|Harpur, Robert, 1731-1825|@|Jones, Samuel, 1734-1819|@|L’Hommedieu, Ezra, 1734-1811|@|Eddy, Thomas, 1758-1827|@|Jay, John, 1745-1829|@|Floyd, William, 1734-1821|@|Lewis, Morgan, 1754-1844|@|Hitchcock, Zina, 1755-1832|@|Kirkland, Joseph, 1770-1844|@|Fowler, David, 1735-1807|@|Tuhie, John, 1744-1811|@|Skeesuck, John, approximately 1746-approximately 1807|@|Wauby, Isaac, 1762-|@|Pryor, Edmund, 1755-|@|McNeil, Henry|@|Hart, Thomas, 1749-1811|@|Dick, William, 1786-1869|@|Abner, Randall, 1789-1852|@|Marthers, Eliphalet, 1783-1851",,,,,,1785-02-04|@|1785-02-04|@|1785-02-04|@|1794-09-17|@|1794-09-17|@|1774-1804|@|1794-09-17,1774-10-04|@|1774-10-04|@|1774-10-04,1774-10-04|@|1785-02-04|@|1794-09-17|@|1804-XX-XX|@|1828-06-02,,English,87 images,"Copies of treaties, assignments of lots within Brotherton lands, accounts forwarded by the Superintendents to the Governor of New York. Large manuscript daybook entitled “Brothertown Records” on the spine, with copies of treaties, assignments of lots, accounts of transactions from 1774-1804.",Oneida County (N.Y.)|@|Stockbridge (N.Y. : Town)|@|Brothertown (N.Y.),New York (State). Governor (1777-1795 : Clinton)|@|Brotherton Indians|@|Oneida Indians|@|Oneida Nation of New York,,Indian land transfers|@|Indians of North America|@|Land tenure|@|Treaties,,94608942-674a-496f-b98b-af5a9f480fc0,,,yhm-spe-bro-02-records,Hamilton College Library Rare Books and Special Collections|@|Brothertown Indian Nation Collection|@|CNYSMC Series 25 v.2,hamLibSparc:12381786,There are no restrictions on access to this resource.,https://rightsstatements.org/page/NKC/1.0/?language=en,"Hamilton College Library, Clinton, New York, United States",Hamilton College Library Digital Collections|@|Brothertown Indian Nation Records,2018-01-01T00:00:00Z|@|2018-01-01T00:00:00.000Z|@|2018,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records.pdf,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records.txt,,
4e15bbf0-4fe5-41b3-b5b6-cf10b6cb033d,2,"Page 1 - Brothertown Indian records, 1774-1828",002,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,yhm-spe-bro-02-records_s001,,hamLibSparc:12381950,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s001.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s001.txt,,
383fdfce-bf9c-4bba-8b1a-697d9d7efd04,3,"Page 2 - Brothertown Indian records, 1774-1828",003,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,yhm-spe-bro-02-records_s002,,hamLibSparc:12381951,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s002.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s002.txt,,
d68a037d-485d-4d42-81c7-af11e842b6ee,4,"Page 3 - Brothertown Indian records, 1774-1828",004,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,yhm-spe-bro-02-records_s003,,hamLibSparc:12381952,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s003.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s003.txt,,
b69eb0b3-94fb-4011-b581-2337b4980af5,5,"Page 4 - Brothertown Indian records, 1774-1828",005,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,yhm-spe-bro-02-records_s004,,hamLibSparc:12381953,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s004.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s004.txt,,
2c3cf3ba-eab1-465b-9a3f-eee0c2680b44,6,"Page 5 - Brothertown Indian records, 1774-1828",006,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,yhm-spe-bro-02-records_s005,,hamLibSparc:12381954,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s005.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s005.txt,,
87590b53-5132-4354-8aff-93383f154af1,7,"Page 6 - Brothertown Indian records, 1774-1828",007,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,yhm-spe-bro-02-records_s006,,hamLibSparc:12381955,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s006.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s006.txt,,
39124282-4e72-4670-aecc-349cd2790119,8,"Page 7 - Brothertown Indian records, 1774-1828",008,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,yhm-spe-bro-02-records_s007,,hamLibSparc:12381956,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s007.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s007.txt,,
8cdeed93-7ebc-4534-ad3e-86b5b97da921,9,"Page 8 - Brothertown Indian records, 1774-1828",009,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,yhm-spe-bro-02-records_s008,,hamLibSparc:12381957,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s008.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s008.txt,,
db433b50-1bb5-4247-be5f-904e0f366e22,10,"Page 9 - Brothertown Indian records, 1774-1828",010,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,yhm-spe-bro-02-records_s009,,hamLibSparc:12381958,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s009.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s009.txt,,
3dec7e5c-5772-42d4-91e2-5f5848710224,11,"Page 10 - Brothertown Indian records, 1774-1828",011,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,yhm-spe-bro-02-records_s010,,hamLibSparc:12381959,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s010.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s010.txt,,
5459189c-9b58-4248-9fed-5e88cae1fe11,12,"Page 11 - Brothertown Indian records, 1774-1828",012,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11,yhm-spe-bro-02-records_s011,,hamLibSparc:12381960,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s011.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s011.txt,,
ddb793da-5fbb-4b6c-9794-04ac8686b05e,13,"Page 12 - Brothertown Indian records, 1774-1828",013,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,yhm-spe-bro-02-records_s012,,hamLibSparc:12381961,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s012.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s012.txt,,
c391c74e-705c-4ffc-8bad-ba356944d91e,14,"Page 13 - Brothertown Indian records, 1774-1828",014,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,yhm-spe-bro-02-records_s013,,hamLibSparc:12381962,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s013.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s013.txt,,
98aebf25-c729-4301-b07f-1080d367aac2,15,"Page 14 - Brothertown Indian records, 1774-1828",015,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,yhm-spe-bro-02-records_s014,,hamLibSparc:12381963,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s014.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s014.txt,,
ec18a025-c550-4809-ad04-96ab3a244183,16,"Page 15 - Brothertown Indian records, 1774-1828",016,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,yhm-spe-bro-02-records_s015,,hamLibSparc:12381964,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s015.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s015.txt,,
fc3b05a9-761c-4869-beb3-ddc494558c70,17,"Page 16 - Brothertown Indian records, 1774-1828",017,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,16,yhm-spe-bro-02-records_s016,,hamLibSparc:12381965,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s016.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s016.txt,,
ccc04bbe-9658-43f1-b3ac-b656a399bb7e,18,"Page 17 - Brothertown Indian records, 1774-1828",018,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,17,yhm-spe-bro-02-records_s017,,hamLibSparc:12381966,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s017.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s017.txt,,
f0d7eac1-f50d-4466-8c4f-d372905cde9c,19,"Page 18 - Brothertown Indian records, 1774-1828",019,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,18,yhm-spe-bro-02-records_s018,,hamLibSparc:12381967,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s018.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s018.txt,,
be7340ea-39c1-4049-a4bc-ef992b2e7ad4,20,"Page 19 - Brothertown Indian records, 1774-1828",020,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,19,yhm-spe-bro-02-records_s019,,hamLibSparc:12381968,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s019.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s019.txt,,
90e049bf-9a1f-4b28-a2ee-ae12a81974c5,21,"Page 20 - Brothertown Indian records, 1774-1828",021,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,yhm-spe-bro-02-records_s020,,hamLibSparc:12381969,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s020.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s020.txt,,
99d96e17-08f5-45af-b274-e01123aa7353,22,"Page 21 - Brothertown Indian records, 1774-1828",022,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,21,yhm-spe-bro-02-records_s021,,hamLibSparc:12381970,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s021.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s021.txt,,
0d20cb2f-e08f-4c7a-9784-f4e8b60b5ad0,23,"Page 22 - Brothertown Indian records, 1774-1828",023,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,22,yhm-spe-bro-02-records_s022,,hamLibSparc:12381971,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s022.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s022.txt,,
ed484459-6a72-4e73-abc9-9bde12e46e08,24,"Page 23 - Brothertown Indian records, 1774-1828",024,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,23,yhm-spe-bro-02-records_s023,,hamLibSparc:12381972,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s023.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s023.txt,,
aff21e6a-35ac-411b-b2d2-40b2d08ea3f2,25,"Page 24 - Brothertown Indian records, 1774-1828",025,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,24,yhm-spe-bro-02-records_s024,,hamLibSparc:12381973,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s024.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s024.txt,,
fc58fb29-fff2-478c-a1a9-84e3c49e696e,26,"Page 25 - Brothertown Indian records, 1774-1828",026,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25,yhm-spe-bro-02-records_s025,,hamLibSparc:12381974,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s025.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s025.txt,,
ca94ca66-1281-416d-af05-9dbcf263c075,27,"Page 26 - Brothertown Indian records, 1774-1828",027,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,26,yhm-spe-bro-02-records_s026,,hamLibSparc:12381975,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s026.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s026.txt,,
ae44ff41-3d95-46d1-99f8-8e0c6fa2498b,28,"Page 27 - Brothertown Indian records, 1774-1828",028,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,27,yhm-spe-bro-02-records_s027,,hamLibSparc:12381976,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s027.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s027.txt,,
fb0e5b60-8110-4179-a51a-d9008ce6fcd4,29,"Page 28 - Brothertown Indian records, 1774-1828",029,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,28,yhm-spe-bro-02-records_s028,,hamLibSparc:12381977,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s028.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s028.txt,,
ae922ef3-fb71-4fbf-9e3d-fa618eee5cce,30,"Page 29 - Brothertown Indian records, 1774-1828",030,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,29,yhm-spe-bro-02-records_s029,,hamLibSparc:12381978,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s029.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s029.txt,,
1fd51cc0-3b73-43ee-9a0e-6e54edccd92b,31,"Page 30 - Brothertown Indian records, 1774-1828",031,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,30,yhm-spe-bro-02-records_s030,,hamLibSparc:12381979,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s030.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s030.txt,,
b655d724-b4f9-4801-97c3-26e679025555,32,"Page 31 - Brothertown Indian records, 1774-1828",032,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,31,yhm-spe-bro-02-records_s031,,hamLibSparc:12381980,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s031.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s031.txt,,
808e8d2f-99e2-4b3f-8684-8b7236ce58b6,33,"Page 32 - Brothertown Indian records, 1774-1828",033,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,32,yhm-spe-bro-02-records_s032,,hamLibSparc:12381981,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s032.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s032.txt,,
24d32950-781a-48d2-98b4-17a42b9a2af0,34,"Page 33 - Brothertown Indian records, 1774-1828",034,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,33,yhm-spe-bro-02-records_s033,,hamLibSparc:12381982,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s033.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s033.txt,,
56847618-5063-438f-a1c8-ee11106de3e9,35,"Page 34 - Brothertown Indian records, 1774-1828",035,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,34,yhm-spe-bro-02-records_s034,,hamLibSparc:12381983,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s034.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s034.txt,,
a69057de-1f36-4a3a-8fa9-2ace8e33f553,36,"Page 35 - Brothertown Indian records, 1774-1828",036,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,35,yhm-spe-bro-02-records_s035,,hamLibSparc:12381984,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s035.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s035.txt,,
9235f1cc-a2de-466c-b100-3008e1a86c7d,37,"Page 36 - Brothertown Indian records, 1774-1828",037,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,36,yhm-spe-bro-02-records_s036,,hamLibSparc:12381985,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s036.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s036.txt,,
02be03e4-80a5-4185-8bfe-68c9c092012d,38,"Page 37 - Brothertown Indian records, 1774-1828",038,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,37,yhm-spe-bro-02-records_s037,,hamLibSparc:12381986,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s037.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s037.txt,,
4fbcf310-0126-4718-a91e-451cbf4cfef9,39,"Page 38 - Brothertown Indian records, 1774-1828",039,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,38,yhm-spe-bro-02-records_s038,,hamLibSparc:12381987,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s038.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s038.txt,,
414b2e05-6fb3-4516-81c1-60a1409bd768,40,"Page 39 - Brothertown Indian records, 1774-1828",040,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,39,yhm-spe-bro-02-records_s039,,hamLibSparc:12381988,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s039.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s039.txt,,
76374fd8-a56b-4d32-b95f-37eed747eaed,41,"Page 40 - Brothertown Indian records, 1774-1828",041,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,40,yhm-spe-bro-02-records_s040,,hamLibSparc:12381989,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s040.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s040.txt,,
48332f15-ca35-4157-846c-e905e1a878c1,42,"Page 41 - Brothertown Indian records, 1774-1828",042,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,41,yhm-spe-bro-02-records_s041,,hamLibSparc:12381990,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s041.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s041.txt,,
dbfa2786-2a32-4041-b2e5-2b200127e581,43,"Page 42 - Brothertown Indian records, 1774-1828",043,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,42,yhm-spe-bro-02-records_s042,,hamLibSparc:12381991,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s042.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s042.txt,,
ac919c50-6c34-437c-a33b-9621137093d3,44,"Page 43 - Brothertown Indian records, 1774-1828",044,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,43,yhm-spe-bro-02-records_s043,,hamLibSparc:12381992,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s043.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s043.txt,,
ba5555e4-beec-42d4-bf04-337c4782ba32,45,"Page 44 - Brothertown Indian records, 1774-1828",045,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,44,yhm-spe-bro-02-records_s044,,hamLibSparc:12381993,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s044.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s044.txt,,
6e6a88b8-c4e7-41f1-a9a6-81c6479efa2a,46,"Page 45 - Brothertown Indian records, 1774-1828",046,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,45,yhm-spe-bro-02-records_s045,,hamLibSparc:12381994,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s045.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s045.txt,,
47d57f5e-5224-4084-b177-af635ca58f6a,47,"Page 46 - Brothertown Indian records, 1774-1828",047,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,46,yhm-spe-bro-02-records_s046,,hamLibSparc:12381995,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s046.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s046.txt,,
d6d77473-5bbb-476a-844c-6f5d960167d3,48,"Page 47 - Brothertown Indian records, 1774-1828",048,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,47,yhm-spe-bro-02-records_s047,,hamLibSparc:12381996,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s047.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s047.txt,,
