node_uuid,row_number,mods_titleinfo_title,sort_order,type,mods_genre_authority_local,mods_genre_subgenre_authority_local,subgenre_audiovisual_materials,subgenre_ephemera,subgenre_manuscripts,subgenre_publications,subgenre_realia,subgenre_visual_materials,mods_personal_name_author,mods_personal_name_editor,mods_personal_name_photographer,mods_personal_name_addressee,mods_name_personal_namepart_refined,family_name,mods_origininfo_dateother,mods_origininfo_datecreated,date_full,date_note,mods_language_languageterm_text,mods_physicaldescription_extent,mods_abstract,mods_subject_geographic,mods_subject_corporate_name,mods_subject_personal_name,mods_subject_topic,mods_subject_family_name,ismemberof,ispartof,sequence_id,mods_identifier_local,mods_location_shelflocator,pid,mods_accesscondition_restriction_on_access,mods_accesscondition_use_and_reproduction,mods_recordinfo_recordcontentsource,mods_relateditem_host_titleinfo_title,mods_recordinfo_recordcreationdate,documents,images,texts,videos,audios
06843428-4ddb-46d5-a510-e3997c3f6aa6,49,"Page 48 - Brothertown Indian records, 1774-1828",049,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,48,yhm-spe-bro-02-records_s048,,hamLibSparc:12381997,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s048.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s048.txt,,
7cbce6eb-216e-479b-b7fb-d24f2ac25709,50,"Page 49 - Brothertown Indian records, 1774-1828",050,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,49,yhm-spe-bro-02-records_s049,,hamLibSparc:12381998,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s049.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s049.txt,,
5109beec-bdfc-4a06-a260-8ec78edb74d6,51,"Page 50 - Brothertown Indian records, 1774-1828",051,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,50,yhm-spe-bro-02-records_s050,,hamLibSparc:12381999,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s050.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s050.txt,,
3a417f26-246e-4c4b-99a1-938bc01a2478,52,"Page 51 - Brothertown Indian records, 1774-1828",052,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,51,yhm-spe-bro-02-records_s051,,hamLibSparc:12382000,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s051.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s051.txt,,
84d341b5-d1d2-4ccd-b23a-eb07a9a0758f,53,"Page 52 - Brothertown Indian records, 1774-1828",053,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,52,yhm-spe-bro-02-records_s052,,hamLibSparc:12382001,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s052.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s052.txt,,
91f83bde-9802-41bb-943a-fd88f275e409,54,"Page 53 - Brothertown Indian records, 1774-1828",054,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,53,yhm-spe-bro-02-records_s053,,hamLibSparc:12382002,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s053.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s053.txt,,
8b4fa63f-0016-4932-81d0-ea25d0944dcd,55,"Page 54 - Brothertown Indian records, 1774-1828",055,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,54,yhm-spe-bro-02-records_s054,,hamLibSparc:12382003,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s054.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s054.txt,,
d578580c-219f-406a-9c77-4ce03c91a64b,56,"Page 55 - Brothertown Indian records, 1774-1828",056,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,55,yhm-spe-bro-02-records_s055,,hamLibSparc:12382004,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s055.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s055.txt,,
44aeb933-d244-4a5b-8fcb-8bc4b0d8e91b,57,"Page 56 - Brothertown Indian records, 1774-1828",057,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,56,yhm-spe-bro-02-records_s056,,hamLibSparc:12382005,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s056.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s056.txt,,
d93e7117-cc71-478b-81b6-2677b4a40249,58,"Page 57 - Brothertown Indian records, 1774-1828",058,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,57,yhm-spe-bro-02-records_s057,,hamLibSparc:12382006,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s057.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s057.txt,,
1a593796-e146-4362-be2a-3432f8327250,59,"Page 58 - Brothertown Indian records, 1774-1828",059,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,58,yhm-spe-bro-02-records_s058,,hamLibSparc:12382007,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s058.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s058.txt,,
c75a043b-1ab2-4592-9fcf-1914f46822df,60,"Page 59 - Brothertown Indian records, 1774-1828",060,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,59,yhm-spe-bro-02-records_s059,,hamLibSparc:12382008,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s059.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s059.txt,,
7d3392e3-f446-452d-ad5b-8a483635fd80,61,"Page 60 - Brothertown Indian records, 1774-1828",061,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,60,yhm-spe-bro-02-records_s060,,hamLibSparc:12382009,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s060.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s060.txt,,
9761283f-5669-4072-a49d-a29ca5533451,62,"Page 61 - Brothertown Indian records, 1774-1828",062,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,61,yhm-spe-bro-02-records_s061,,hamLibSparc:12382010,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s061.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s061.txt,,
e0115e85-0c52-45ac-8b31-3de2b196842f,63,"Page 62 - Brothertown Indian records, 1774-1828",063,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,62,yhm-spe-bro-02-records_s062,,hamLibSparc:12382011,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s062.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s062.txt,,
902c2b36-9cc2-46a4-9a5e-1729597a754d,64,"Page 63 - Brothertown Indian records, 1774-1828",064,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,63,yhm-spe-bro-02-records_s063,,hamLibSparc:12382012,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s063.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s063.txt,,
8717d6f5-0af6-4cb0-bc83-7cd53c1b67ae,65,"Page 64 - Brothertown Indian records, 1774-1828",065,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,64,yhm-spe-bro-02-records_s064,,hamLibSparc:12382013,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s064.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s064.txt,,
a0e69a07-66c9-448b-aea5-3c9465709f90,66,"Page 65 - Brothertown Indian records, 1774-1828",066,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,65,yhm-spe-bro-02-records_s065,,hamLibSparc:12382014,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s065.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s065.txt,,
2ee9f391-9cf8-44a9-af25-f26f785d3772,67,"Page 66 - Brothertown Indian records, 1774-1828",067,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,66,yhm-spe-bro-02-records_s066,,hamLibSparc:12382015,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s066.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s066.txt,,
de08e63f-ecae-4cfd-af1f-e483b9f2d840,68,"Page 67 - Brothertown Indian records, 1774-1828",068,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,67,yhm-spe-bro-02-records_s067,,hamLibSparc:12382016,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s067.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s067.txt,,
a994019c-bbfa-4c5d-86b0-d2026c99d432,69,"Page 68 - Brothertown Indian records, 1774-1828",069,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,68,yhm-spe-bro-02-records_s068,,hamLibSparc:12382017,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s068.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s068.txt,,
8be44403-9884-4ce9-88fd-8498356b1238,70,"Page 69 - Brothertown Indian records, 1774-1828",070,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,69,yhm-spe-bro-02-records_s069,,hamLibSparc:12382018,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s069.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s069.txt,,
a5a8aaec-c636-49c1-b3f6-8e135523bca7,71,"Page 70 - Brothertown Indian records, 1774-1828",071,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,70,yhm-spe-bro-02-records_s070,,hamLibSparc:12382019,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s070.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s070.txt,,
baa65219-42af-4e18-a9f9-6f8f410fd7c4,72,"Page 71 - Brothertown Indian records, 1774-1828",072,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,71,yhm-spe-bro-02-records_s071,,hamLibSparc:12382020,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s071.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s071.txt,,
85cb02ca-b396-4f01-b9a5-37cac116d190,73,"Page 72 - Brothertown Indian records, 1774-1828",073,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,72,yhm-spe-bro-02-records_s072,,hamLibSparc:12382021,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s072.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s072.txt,,
50f7711c-d97c-43f7-9a1e-22455196fca8,74,"Page 73 - Brothertown Indian records, 1774-1828",074,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,73,yhm-spe-bro-02-records_s073,,hamLibSparc:12382022,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s073.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s073.txt,,
1cdecc75-4e67-4edc-b81f-4374bec4491c,75,"Page 74 - Brothertown Indian records, 1774-1828",075,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,74,yhm-spe-bro-02-records_s074,,hamLibSparc:12382023,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s074.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s074.txt,,
c3494b75-a2f0-42cc-8a12-ed22fd322e4a,76,"Page 75 - Brothertown Indian records, 1774-1828",076,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,75,yhm-spe-bro-02-records_s075,,hamLibSparc:12382024,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s075.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s075.txt,,
19a9d5c2-2ecd-44f3-ba64-21c3a832e1b6,77,"Page 76 - Brothertown Indian records, 1774-1828",077,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,76,yhm-spe-bro-02-records_s076,,hamLibSparc:12382025,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s076.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s076.txt,,
62abce01-ceba-4ecd-89e8-172c14bdb90b,78,"Page 77 - Brothertown Indian records, 1774-1828",078,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,77,yhm-spe-bro-02-records_s077,,hamLibSparc:12382026,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s077.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s077.txt,,
b5a5a05b-c5f1-4791-aef2-1a8fe29bb5b1,79,"Page 78 - Brothertown Indian records, 1774-1828",079,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,78,yhm-spe-bro-02-records_s078,,hamLibSparc:12382027,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s078.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s078.txt,,
bb350c48-e028-4a2b-8a2a-873aa7afe69e,80,"Page 79 - Brothertown Indian records, 1774-1828",080,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,79,yhm-spe-bro-02-records_s079,,hamLibSparc:12382028,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s079.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s079.txt,,
77ccc386-6431-4dbc-83d8-a61aa258e252,81,"Page 80 - Brothertown Indian records, 1774-1828",081,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,80,yhm-spe-bro-02-records_s080,,hamLibSparc:12382029,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s080.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s080.txt,,
49307f98-5dcb-48a8-937f-df8174956b30,82,"Page 81 - Brothertown Indian records, 1774-1828",082,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,81,yhm-spe-bro-02-records_s081,,hamLibSparc:12382030,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s081.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s081.txt,,
2f642254-843c-4f40-aa8e-ed4e8374f29a,83,"Page 82 - Brothertown Indian records, 1774-1828",083,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,82,yhm-spe-bro-02-records_s082,,hamLibSparc:12382031,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s082.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s082.txt,,
6f6f45d6-7f91-426e-bd45-21a61f934077,84,"Page 83 - Brothertown Indian records, 1774-1828",084,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,83,yhm-spe-bro-02-records_s083,,hamLibSparc:12382032,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s083.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s083.txt,,
a7b62a85-0b3a-4418-8844-31674ee5924f,85,"Page 84 - Brothertown Indian records, 1774-1828",085,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,84,yhm-spe-bro-02-records_s084,,hamLibSparc:12382033,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s084.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s084.txt,,
1b49078f-560c-4c55-b1a2-0f70c192c214,86,"Page 85 - Brothertown Indian records, 1774-1828",086,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,85,yhm-spe-bro-02-records_s085,,hamLibSparc:12382034,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s085.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s085.txt,,
e8cc801c-0853-435c-b603-6161c5f516be,87,"Page 86 - Brothertown Indian records, 1774-1828",087,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,86,yhm-spe-bro-02-records_s086,,hamLibSparc:12382035,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s086.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s086.txt,,
c28e7292-05d3-4c30-813b-4bbae5a01176,88,"Page 87 - Brothertown Indian records, 1774-1828",088,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,87,yhm-spe-bro-02-records_s087,,hamLibSparc:12382036,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s087.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-02-records_s087.txt,,
2227fc76-2827-4a7e-84f3-87e4e8bbdd31,89,"Agreement between Stockbridge Indians and John Sergeant, Jr. to broker a land purchase in Indiana, December 12, 1819",089,Manuscript,Manuscripts,"Covenants, laws, and legal and land records",,,"Covenants, laws, and legal and land records",,,,"Aupaumut, Hendrick, 1757?-1830|@|Quinney, John W., 1797-1855|@|Hendrick, Solomon T.|@|Yoccum, Moses|@|Maumauntuthecon, Abram|@|Littleman, Jacob|@|Cheekthaucon, Jacob|@|Hendrick, Abner W., approximately 1796-1828|@|Quinney, Timothy|@|Hendrick, Solomon U. (Uhhaunowwaunmut), approximately 1796-1825",,,,,,,1819-12-12|@|1819-12-12|@|1819-12-12,1819-12-12,,English,2 images,Agreement dated December 1819 between John Sargent Junior and the Stockbridge Tribe of Indians,Oneida County (N.Y.)|@|Stockbridge (N.Y. : Town)|@|White River (Ind. : River),Stockbridge Indians|@|Brotherton Indians,"Sergeant, John, 1747-1824",Indian land transfers,,94608942-674a-496f-b98b-af5a9f480fc0,,,yhm-spe-bro-doc-12-12-1819,Hamilton College Archives|@|Oversize HAM COLL HE I63 S86,hamLibSparc:12381791,There are no restrictions on access to this resource.,https://rightsstatements.org/page/NKC/1.0/?language=en,"Hamilton College Library, Clinton, New York, United States",Hamilton College Library Digital Collections|@|Brothertown Indian Nation Records,2018-01-01T00:00:00Z|@|2018-01-01T00:00:00.000Z|@|2018,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-doc-12-12-1819.pdf,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-doc-12-12-1819.txt,,
2c6e6593-bb80-442f-ad02-677f8eb52b29,90,"Page 1 - Agreement between Stockbridge Indians and John Sergeant, Jr. to broker a land purchase in Indiana, December 12, 1819",090,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,1,yhm-spe-bro-doc-12-12-1819_s001,,hamLibSparc:12382052,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-doc-12-12-1819_s001.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-doc-12-12-1819_s001.txt,,
5133f343-d60c-4486-9669-16e89825160b,91,"Page 2 - Agreement between Stockbridge Indians and John Sergeant, Jr. to broker a land purchase in Indiana, December 12, 1819",091,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,2,yhm-spe-bro-doc-12-12-1819_s002,,hamLibSparc:12382053,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-doc-12-12-1819_s002.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-doc-12-12-1819_s002.txt,,
b57f9834-0f47-4bd8-892c-d89e1c7e9b68,92,"Agreement between Stockbridge Indians and John Sergeant, Jr. to broker a land purchase in Indiana, December 12, 1819 [transcription]",092,Manuscript,Manuscripts,"Covenants, laws, and legal and land records",,,"Covenants, laws, and legal and land records",,,,"Aupaumut, Hendrick, 1757?-1830|@|Quinney, John W., 1797-1855|@|Hendrick, Solomon T.|@|Yoccum, Moses|@|Maumauntuthecon, Abram|@|Littleman, Jacob|@|Cheekthaucon, Jacob|@|Hendrick, Abner W., approximately 1796-1828|@|Quinney, Timothy|@|Hendrick, Solomon U. (Uhhaunowwaunmut), approximately 1796-1825",,,,,,,1819-12-12|@|1819-12-12|@|1819-12-12,1819-12-12,,English,1 image,Agreement dated December 1819 between John Sargent Junior and the Stockbridge Tribe of Indians,Oneida County (N.Y.)|@|Stockbridge (N.Y. : Town)|@|White River (Ind. : River),Stockbridge Indians|@|Brotherton Indians,"Sergeant, John, 1747-1824",Indian land transfers,,94608942-674a-496f-b98b-af5a9f480fc0,,,yhm-spe-bro-doc-12-12-1819-transcript,Hamilton College Archives|@|Oversize HAM COLL HE I63 S86,hamLibSparc:12381794,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-doc-12-12-1819-transcript.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-doc-12-12-1819-transcript.txt,,
4d0f6706-10c4-44f3-b4e4-8ab1f52308b1,93,"Certificate of land ownership for Jacob Fowler signed by John Johnson, Samuel Scipio, and Eliphalet Marthers, January 4, 1820",093,Manuscript,Manuscripts,"Covenants, laws, and legal and land records",,,"Covenants, laws, and legal and land records",,,,"Fowler, Jacob, 1765-1850|@|Marthers, Eliphalet, 1783-1851|@|Johnson, John, 1774-1860|@|Scipio, Samuel",,,,,,,1820-01-04|@|1820-01-04|@|1820-01-04,1820-01-04,,English,2 images,,Oneida County (N.Y.)|@|Stockbridge (N.Y. : Town),New York (State). Superintendents of the Brothertown and Stockbridge Indians,"Fowler, Jacob, 1765-1850",Indian land transfers,,94608942-674a-496f-b98b-af5a9f480fc0,,,yhm-spe-bro-doc-01-04-1820,Hamilton College Archives|@|Oversize HAM COLL HE I63 S86,hamLibSparc:12380971,There are no restrictions on access to this resource.,https://rightsstatements.org/page/NKC/1.0/?language=en,"Hamilton College Library, Clinton, New York, United States",Hamilton College Library Digital Collections|@|Brothertown Indian Nation Records,2018-01-01T00:00:00Z|@|2018-01-01T00:00:00.000Z|@|2018,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-doc-01-04-1820.pdf,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-doc-01-04-1820.txt,,
a0928e1c-edd8-41d3-8c68-1094608d9f4b,94,"Page 1 - Certificate of land ownership for Jacob Fowler signed by John Johnson, Samuel Scipio, and Eliphalet Marthers, January 4, 1820",094,Page,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,1,yhm-spe-bro-doc-01-04-1820_s001,,hamLibSparc:12380972,,,,,,,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-doc-01-04-1820_s001.tif,/var/www/diglib/LibSpace/drop-box/Ready-for-Ingest/from-Metalogers/Brothertown/yhm-spe-bro-doc-01-04-1820_s001.txt,,
